do, do, do, do, la, mi, so, so, so
re, mi, fa, re, ti, la, fa, so, re
re, mi, fa, so, mi, so, do, so, la
re, mi, fa, ti, fa, so, la, ti, fa
re, mi, fa, ti, la, ti, do, so, so
re, mi, fa, ti, so, do, do, mi, re
re, mi, la, do, do, ti, la, re, do
re, mi, la, do, ti, mi, re, mi, do
re, mi, la, fa, do, re, do, mi, do
re, mi, la, la, mi, do, la, re, ti
re, mi, la, la, so, so, fa, re, re
re, mi, la, mi, fa, fa, la, so, fa
re, mi, la, re, fa, mi, fa, so, mi
re, mi, la, re, fa, ti, so, fa, fa
re, mi, la, re, la, fa, fa, mi, re
re, mi, la, re, mi, la, la, do, do
re, mi, la, re, ti, do, ti, re, do
re, mi, la, so, fa, so, la, mi, ti
re, mi, la, ti, fa, ti, so, la, mi
re, mi, la, ti, la, ti, mi, do, ti
re, mi, la, ti, mi, fa, mi, ti, ti
re, mi, mi, do, mi, re, so, mi, so
re, mi, mi, fa, so, fa, mi, mi, la
re, mi, mi, mi, mi, so, fa, do, re
re, mi, mi, mi, ti, fa, la, ti, fa
re, mi, mi, mi, ti, so, mi, so, fa
re, mi, mi, re, do, la, fa, la, ti
re, mi, mi, re, do, re, ti, do, re
re, mi, mi, re, la, re, mi, la, mi
re, mi, mi, so, la, do, so, la, so
re, mi, mi, so, la, so, la, re, la
re, mi, mi, ti, mi, fa, mi, do, ti
re, mi, re, do, la, la, so, so, do
re, mi, re, do, mi, re, do, re, mi
re, mi, re, fa, so, mi, la, so, re
re, mi, re, la, la, ti, so, re, so
re, mi, re, mi, fa, mi, do, mi, re
re, mi, re, mi, ti, so, fa, mi, fa
re, mi, re, re, so, fa, la, la, re
re, mi, so, fa, do, mi, ti, ti, ti
re, mi, so, fa, mi, fa, so, mi, re
re, mi, so, fa, ti, fa, fa, so, re
re, mi, so, la, do, la, la, mi, so
re, mi, so, la, do, re, la, so, mi
re, mi, so, la, mi, mi, do, re, fa
re, mi, so, la, ti, mi, so, la, do
re, mi, so, re, re, fa, la, re, so
re, mi, so, re, ti, la, fa, la, fa
re, mi, so, so, do, la, fa, fa, re
re, mi, so, so, fa, la, mi, fa, fa
re, mi, so, ti, fa, la, so, ti, fa
re, mi, so, ti, la, mi, la, mi, do
re, mi, so, ti, ti, fa, fa, mi, mi
re, mi, ti, do, ti, la, ti, re, fa
re, mi, ti, fa, fa, so, fa, re, mi
re, mi, ti, fa, ti, ti, la, mi, fa
re, mi, ti, mi, do, la, do, do, do
re, mi, ti, mi, fa, fa, mi, so, fa
re, mi, ti, re, fa, do, so, la, so
re, mi, ti, ti, so, ti, do, fa, ti
re, mi, ti, ti, ti, so, do, do, mi
re, mi, ti, ti, ti, ti, mi, ti, so
re, re, do, do, do, fa, la, so, do
re, re, do, do, do, re, la, re, do
re, re, do, do, so, re, re, la, mi
re, re, do, la, so, ti, so, do, so
re, re, do, mi, mi, ti, mi, la, ti
re, re, do, mi, re, mi, ti, fa, mi
re, re, do, mi, re, ti, so, ti, la
re, re, do, mi, ti, mi, re, ti, ti
re, re, do, re, do, so, ti, mi, re
re, re, do, re, re, do, la, mi, mi
re, re, do, re, ti, so, re, mi, mi
re, re, do, so, do, do, so, la, fa
re, re, do, so, la, la, so, la, so
re, re, do, so, re, fa, fa, so, la
re, re, do, so, so, fa, do, do, fa
re, re, do, ti, mi, do, fa, mi, mi
re, re, do, ti, mi, so, la, la, re
re, re, do, ti, mi, so, mi, re, ti
re, re, do, ti, so, re, do, do, do
re, re, fa, do, la, so, fa, mi, fa
re, re, fa, do, re, re, la, la, mi
re, re, fa, fa, la, la, re, la, mi
re, re, fa, fa, so, mi, do, mi, mi
re, re, fa, la, do, ti, re, la, so
re, re, fa, la, re, so, fa, fa, ti
re, re, fa, la, so, ti, fa, so, fa
re, re, fa, mi, so, do, do, so, do
re, re, fa, mi, so, fa, do, do, re
re, re, fa, mi, ti, ti, fa, fa, ti
re, re, fa, re, fa, la, so, mi, do
re, re, fa, re, fa, mi, mi, so, ti
re, re, fa, re, mi, do, la, so, mi
re, re, fa, re, re, mi, re, re, mi
re, re, fa, so, la, so, fa, so, fa
re, re, fa, ti, do, fa, so, fa, ti
re, re, fa, ti, la, do, re, re, ti
re, re, fa, ti, ti, ti, fa, la, mi
re, re, la, do, ti, do, ti, la, re
re, re, la, fa, do, la, re, la, re
re, re, la, la, re, do, do, ti, fa
re, re, la, mi, do, so, fa, so, so
re, re, la, mi, mi, la, re, do, mi
re, re, la, mi, re, fa, so, so, so
re, re, la, mi, so, do, la, ti, mi
re, re, la, mi, so, so, la, ti, mi
re, re, la, re, la, re, ti, mi, fa
re, re, la, re, la, ti, la, mi, do
re, re, la, re, mi, la, do, ti, la
re, re, la, re, re, ti, fa, mi, la
re, re, la, so, mi, re, re, so, do
re, re, la, ti, do, so, fa, re, re
re, re, la, ti, fa, la, re, ti, mi
re, re, la, ti, mi, so, fa, fa, fa
re, re, mi, do, la, la, fa, fa, re
re, re, mi, do, ti, fa, mi, mi, so
re, re, mi, fa, fa, so, mi, do, fa
re, re, mi, fa, so, mi, do, do, la
re, re, mi, la, mi, ti, mi, re, ti
re, re, mi, la, so, re, mi, ti, do
re, re, mi, mi, do, re, so, ti, la
re, re, mi, mi, re, la, re, re, mi
re, re, mi, mi, ti, la, mi, so, la
re, re, mi, mi, ti, so, re, re, fa
re, re, mi, re, mi, ti, re, ti, re
re, re, mi, re, so, re, mi, mi, re
re, re, mi, so, fa, mi, la, re, mi
re, re, mi, so, la, so, re, do, mi
re, re, mi, so, re, re, mi, la, mi
re, re, mi, so, ti, mi, ti, ti, fa
re, re, mi, ti, ti, so, ti, re, mi
re, re, re, do, do, mi, fa, mi, la
re, re, re, do, so, mi, do, fa, ti
re, re, re, fa, ti, re, do, re, re
re, re, re, la, do, so, do, ti, fa
re, re, re, mi, so, mi, so, do, la
re, re, re, so, la, so, mi, mi, do
re, re, re, so, mi, do, la, so, so
re, re, re, ti, fa, do, mi, mi, ti
re, re, re, ti, re, so, so, fa, re
re, re, so, fa, la, mi, do, so, mi
re, re, so, fa, la, so, la, la, ti
re, re, so, fa, mi, mi, la, re, re
re, re, so, la, so, mi, re, la, ti
re, re, so, mi, fa, la, mi, fa, so
re, re, so, mi, la, la, la, re, fa
re, re, so, re, la, fa, la, do, so
re, re, so, re, la, re, la, re, do
re, re, so, re, re, re, do, mi, ti
re, re, so, re, ti, do, so, fa, fa
re, re, so, so, la, re, la, re, mi
re, re, so, ti, do, la, mi, do, mi
re, re, so, ti, re, la, so, fa, ti
re, re, so, ti, ti, mi, so, do, ti
re, re, ti, do, fa, do, mi, fa, fa
re, re, ti, do, la, la, so, mi, mi
re, re, ti, do, la, mi, do, do, fa
re, re, ti, la, la, mi, fa, re, mi
re, re, ti, mi, do, do, so, la, fa
re, re, ti, mi, do, fa, ti, fa, ti
re, re, ti, re, do, re, fa, mi, do
re, re, ti, re, mi, la, do, so, fa
re, re, ti, re, ti, re, mi, la, mi
re, re, ti, so, do, mi, la, ti, fa
re, re, ti, so, fa, fa, re, re, re
re, re, ti, so, fa, mi, so, la, ti
re, re, ti, ti, do, do, do, fa, ti
re, re, ti, ti, fa, re, do, la, ti
re, re, ti, ti, la, fa, so, so, so
re, re, ti, ti, so, mi, fa, mi, do
re, so, do, fa, fa, so, do, fa, la
re, so, do, fa, so, mi, fa, so, do
re, so, do, la, fa, la, fa, so, la
re, so, do, mi, do, do, mi, ti, la
re, so, do, mi, do, so, fa, ti, mi
re, so, do, mi, la, do, la, re, so
re, so, do, mi, la, so, ti, so, la
re, so, do, mi, mi, fa, ti, mi, re
re, so, do, mi, mi, re, re, mi, do
re, so, do, mi, so, mi, do, do, re
re, so, do, mi, ti, la, la, do, so
re, so, do, mi, ti, re, mi, ti, do
re, so, do, re, so, so, do, do, mi
re, so, do, re, ti, ti, do, do, so
re, so, do, so, mi, re, so, re, so
re, so, do, ti, so, re, fa, fa, fa
re, so, fa, do, do, re, fa, ti, ti
re, so, fa, do, mi, re, ti, ti, ti
re, so, fa, fa, re, re, fa, so, re
re, so, fa, la, do, re, so, mi, la
re, so, fa, mi, do, so, ti, la, so
re, so, fa, re, so, la, so, so, ti
re, so, fa, so, do, so, mi, re, do
re, so, fa, ti, fa, mi, re, so, fa
re, so, fa, ti, mi, mi, mi, so, la
re, so, la, fa, so, so, re, re, so
re, so, la, fa, ti, ti, do, so, ti
re, so, la, la, mi, ti, fa, re, mi
re, so, la, la, re, re, so, mi, fa
re, so, la, la, ti, mi, do, la, ti
re, so, la, mi, la, re, ti, do, mi
re, so, la, mi, ti, fa, la, fa, do
re, so, la, re, la, ti, re, ti, re
re, so, la, re, ti, so, do, do, so
re, so, la, so, fa, ti, re, ti, ti
re, so, la, so, ti, fa, la, la, mi
re, so, la, so, ti, so, so, la, ti
re, so, la, ti, la, la, la, so, fa
re, so, mi, do, so, so, so, fa, so
re, so, mi, fa, la, so, fa, do, so
re, so, mi, la, do, mi, mi, fa, fa
re, so, mi, la, re, re, re, fa, do
re, so, mi, mi, do, do, fa, la, mi
re, so, mi, mi, do, do, so, ti, mi
re, so, mi, mi, re, ti, fa, so, fa
re, so, mi, mi, so, la, la, re, la
re, so, mi, re, la, mi, mi, re, mi
re, so, mi, re, la, ti, re, mi, mi
re, so, mi, re, re, do, la, mi, mi
re, so, mi, so, so, re, mi, la, re
re, so, mi, ti, fa, ti, ti, ti, do
re, so, mi, ti, ti, la, la, mi, la
re, so, mi, ti, ti, so, fa, fa, la
re, so, re, do, do, re, re, do, fa
re, so, re, do, re, fa, la, fa, la
re, so, re, fa, la, so, do, re, re
re, so, re, fa, ti, fa, so, so, re
re, so, re, la, fa, la, fa, ti, do
re, so, re, la, fa, la, ti, do, mi
re, so, re, la, ti, ti, ti, do, la
re, so, re, mi, re, do, do, mi, ti
re, so, re, re, re, ti, re, la, so
re, so, re, re, so, fa, re, so, la
re, so, re, re, ti, do, do, re, ti
re, so, re, so, fa, mi, fa, so, la
re, so, re, so, re, re, la, mi, ti
re, so, re, ti, mi, do, ti, do, fa
re, so, so, do, mi, so, la, mi, re
re, so, so, do, so, ti, la, do, ti
re, so, so, la, do, do, re, mi, so
re, so, so, la, ti, la, fa, do, do
re, so, so, mi, do, mi, ti, so, la
re, so, so, mi, do, ti, do, la, so
re, so, so, mi, fa, do, la, ti, mi
re, so, so, mi, la, do, mi, mi, fa
re, so, so, mi, ti, la, la, re, re
re, so, so, re, la, re, ti, mi, mi
re, so, so, re, mi, do, la, do, fa
re, so, so, re, re, mi, mi, so, re
re, so, so, re, so, fa, so, do, fa
re, so, so, so, fa, la, do, do, do
re, so, so, ti, ti, mi, fa, do, fa
re, so, ti, do, ti, do, so, re, fa
re, so, ti, fa, so, re, do, fa, so
re, so, ti, fa, ti, re, so, fa, fa
re, so, ti, la, do, mi, mi, ti, so
re, so, ti, la, so, do, ti, re, la
re, so, ti, mi, fa, re, mi, re, do
re, so, ti, mi, so, fa, re, fa, so
re, so, ti, re, so, la, so, fa, la
re, so, ti, so, mi, mi, fa, ti, ti
re, so, ti, ti, do, mi, ti, mi, mi
re, so, ti, ti, fa, re, fa, re, mi
re, ti, do, do, so, re, ti, so, so
re, ti, do, fa, mi, re, la, ti, la
re, ti, do, fa, so, re, do, ti, mi
re, ti, do, re, mi, la, la, do, la
re, ti, do, ti, fa, so, do, re, fa
re, ti, fa, do, fa, do, mi, mi, fa
re, ti, fa, do, la, ti, do, la, fa
re, ti, fa, do, so, do, ti, mi, mi
re, ti, fa, do, so, re, so, mi, do
re, ti, fa, do, so, ti, ti, fa, re
re, ti, fa, fa, re, la, fa, do, fa
re, ti, fa, la, do, re, mi, ti, fa
re, ti, fa, la, re, re, so, re, do
re, ti, fa, mi, do, ti, fa, mi, fa
re, ti, fa, mi, la, do, re, ti, do
re, ti, fa, mi, re, fa, ti, la, mi
re, ti, fa, mi, so, ti, ti, la, re
re, ti, fa, re, fa, ti, fa, mi, mi
re, ti, fa, re, re, ti, ti, fa, so
re, ti, fa, so, mi, so, mi, ti, so
re, ti, fa, ti, ti, fa, mi, ti, re
re, ti, fa, ti, ti, so, fa, re, do
re, ti, la, do, do, mi, la, do, mi
re, ti, la, do, re, fa, la, do, so
re, ti, la, do, so, do, so, so, ti
re, ti, la, fa, mi, la, la, ti, ti
re, ti, la, re, fa, do, re, fa, so
re, ti, la, re, la, la, la, re, so
re, ti, la, re, la, mi, do, do, do
re, ti, la, re, mi, fa, mi, re, fa
re, ti, la, re, re, do, fa, do, mi
re, ti, la, re, so, do, ti, do, mi
re, ti, la, so, la, mi, la, mi, re
re, ti, la, ti, fa, la, fa, mi, do
re, ti, la, ti, mi, re, so, fa, la
re, ti, mi, do, re, re, ti, mi, do
re, ti, mi, do, so, la, ti, la, do
re, ti, mi, fa, fa, do, mi, re, ti
re, ti, mi, fa, re, ti, la, re, so
re, ti, mi, la, mi, mi, la, so, fa
re, ti, mi, la, re, do, fa, re, re
re, ti, mi, la, re, fa, so, fa, re
re, ti, mi, mi, re, mi, fa, fa, do
re, ti, mi, re, la, do, do, la, la
re, ti, mi, re, ti, la, mi, do, so
re, ti, mi, so, do, fa, la, ti, so
re, ti, mi, so, do, la, mi, fa, la
re, ti, mi, so, la, re, so, fa, fa
re, ti, mi, so, so, re, fa, mi, so
re, ti, mi, ti, re, la, mi, re, mi
re, ti, mi, ti, re, la, re, re, do
re, ti, re, do, do, ti, ti, ti, do
re, ti, re, do, mi, mi, fa, ti, fa
re, ti, re, do, ti, so, ti, mi, fa
re, ti, re, la, ti, re, mi, fa, la
re, ti, re, mi, mi, fa, so, do, ti
re, ti, re, mi, ti, fa, so, fa, re
re, ti, re, re, fa, ti, do, ti, re
re, ti, re, re, re, re, do, do, ti
re, ti, re, re, ti, ti, re, do, so
re, ti, re, ti, fa, mi, ti, so, so
re, ti, re, ti, mi, fa, ti, mi, fa
re, ti, so, do, do, so, la, ti, fa
re, ti, so, do, re, mi, ti, la, mi
re, ti, so, do, so, fa, re, fa, mi
re, ti, so, fa, mi, mi, mi, fa, la
re, ti, so, la, la, la, so, fa, so
re, ti, so, la, re, ti, so, fa, mi
re, ti, so, mi, do, ti, re, re, fa
re, ti, so, mi, la, ti, mi, mi, ti
re, ti, so, mi, mi, fa, re, mi, so
re, ti, so, mi, re, mi, mi, mi, so
re, ti, so, mi, ti, ti, la, ti, re
re, ti, so, re, la, re, mi, la, re
re, ti, so, so, fa, ti, so, ti, la
re, ti, so, so, la, re, so, la, fa
re, ti, so, so, la, ti, la, mi, la
re, ti, so, so, so, re, la, so, la
re, ti, ti, do, mi, so, ti, fa, la
re, ti, ti, fa, do, mi, re, ti, mi
re, ti, ti, fa, do, re, la, mi, re
re, ti, ti, fa, re, do, ti, la, mi
re, ti, ti, fa, re, re, do, do, so
re, ti, ti, la, do, re, so, fa, so
re, ti, ti, la, mi, fa, ti, fa, so
re, ti, ti, la, so, re, ti, mi, la
re, ti, ti, mi, do, la, so, mi, mi
re, ti, ti, mi, re, la, re, re, so
re, ti, ti, mi, re, ti, so, do, do
re, ti, ti, mi, so, la, mi, fa, la
re, ti, ti, re, fa, mi, la, ti, do
re, ti, ti, re, fa, re, la, fa, mi
re, ti, ti, re, re, fa, fa, mi, so
re, ti, ti, re, re, ti, mi, fa, mi
re, ti, ti, so, do, re, re, ti, fa
re, ti, ti, so, re, so, do, ti, la
re, ti, ti, so, ti, mi, so, fa, re
re, ti, ti, ti, fa, mi, so, fa, fa
so, do, do, fa, do, mi, re, do, do
so, do, do, fa, fa, so, so, la, la
so, do, do, la, re, ti, fa, la, ti
so, do, do, mi, la, la, ti, so, fa
so, do, do, re, la, do, so, fa, re
so, do, do, re, re, mi, re, fa, re
so, do, do, so, re, mi, mi, mi, so
so, do, fa, do, so, la, la, fa, fa
so, do, fa, do, so, mi, fa, la, re
so, do, fa, do, so, so, ti, fa, fa
so, do, fa, fa, re, fa, ti, la, so
so, do, fa, la, re, re, re, re, mi
so, do, fa, la, re, ti, mi, do, mi
so, do, fa, mi, la, fa, so, ti, ti
so, do, fa, mi, re, ti, so, do, mi
so, do, fa, mi, so, mi, la, do, do
so, do, fa, re, so, re, fa, so, ti
so, do, fa, so, fa, mi, do, do, fa
so, do, fa, so, la, mi, do, mi, so
so, do, fa, so, la, so, re, fa, la
so, do, fa, so, ti, re, la, mi, ti
so, do, la, do, so, do, la, so, do
so, do, la, fa, do, mi, fa, re, so
so, do, la, fa, fa, mi, mi, mi, so
so, do, la, fa, ti, la, re, re, do
so, do, la, la, mi, la, mi, so, la
so, do, la, mi, do, so, so, la, so
so, do, la, mi, fa, la, fa, re, do
so, do, la, mi, so, do, mi, ti, so
so, do, la, re, so, la, re, do, la
so, do, la, re, so, so, re, ti, la
so, do, la, so, re, so, ti, fa, la
so, do, la, so, ti, fa, do, fa, so
so, do, la, ti, ti, do, la, ti, la
so, do, la, ti, ti, ti, so, mi, la
so, do, mi, do, do, fa, fa, ti, ti
so, do, mi, fa, so, so, fa, do, ti
so, do, mi, la, re, ti, ti, ti, so
so, do, mi, mi, fa, re, so, ti, ti
so, do, mi, mi, mi, do, ti, mi, fa
so, do, mi, mi, mi, re, ti, ti, mi
so, do, mi, mi, mi, so, ti, ti, ti
so, do, mi, re, do, ti, so, fa, mi
so, do, mi, so, do, ti, fa, la, ti
so, do, mi, so, la, fa, re, ti, do
so, do, mi, so, so, ti, do, do, ti
so, do, mi, so, ti, la, mi, mi, so
so, do, mi, ti, ti, do, re, so, so
so, do, re, do, do, mi, so, la, do
so, do, re, do, ti, la, so, do, ti
so, do, re, fa, fa, do, fa, do, do
so, do, re, la, do, la, la, ti, re
so, do, re, la, la, re, fa, ti, do
so, do, re, la, ti, do, mi, do, mi
so, do, re, mi, do, mi, mi, ti, la
so, do, re, mi, mi, fa, la, do, do
so, do, re, mi, re, do, la, re, la
so, do, re, re, mi, so, ti, la, mi
so, do, re, ti, la, la, mi, do, so
so, do, re, ti, mi, ti, do, ti, ti
so, do, re, ti, so, la, fa, la, la
so, do, so, do, do, so, ti, ti, fa
so, do, so, do, mi, ti, so, do, mi
so, do, so, do, re, so, la, re, re
so, do, so, do, so, do, ti, ti, mi
so, do, so, fa, do, re, so, so, so
so, do, so, fa, fa, do, re, re, so
so, do, so, fa, la, so, la, re, re
so, do, so, re, fa, do, do, so, fa
so, do, so, re, so, mi, la, fa, ti
so, do, so, so, so, re, re, re, la
so, do, so, ti, re, ti, mi, mi, so
so, do, ti, do, mi, la, so, re, so
so, do, ti, fa, do, la, la, ti, do
so, do, ti, fa, mi, fa, so, do, la
so, do, ti, fa, mi, re, do, mi, ti
so, do, ti, fa, mi, ti, la, do, la
so, do, ti, fa, so, re, ti, so, so
so, do, ti, la, do, la, la, ti, mi
so, do, ti, la, la, do, ti, mi, ti
so, do, ti, la, la, fa, mi, la, do
so, do, ti, la, la, so, so, fa, fa
so, do, ti, la, re, re, do, ti, fa
so, do, ti, la, ti, mi, so, ti, ti
so, do, ti, mi, fa, mi, fa, la, do
so, do, ti, mi, so, do, re, re, re
so, do, ti, so, fa, la, re, so, do
so, do, ti, so, la, ti, so, re, fa
so, do, ti, so, so, la, la, re, mi
so, do, ti, so, so, ti, so, fa, ti
so, do, ti, so, ti, so, re, do, do
so, do, ti, ti, la, mi, ti, fa, mi
so, fa, do, do, fa, do, re, do, ti
so, fa, do, do, la, re, mi, mi, so
so, fa, do, fa, do, re, so, fa, ti
so, fa, do, fa, so, re, do, mi, do
so, fa, do, la, fa, mi, fa, re, fa
so, fa, do, la, fa, re, la, so, fa
so, fa, do, mi, la, ti, ti, so, do
so, fa, do, so, do, do, ti, so, do
so, fa, do, so, do, ti, so, so, do
so, fa, do, so, la, ti, mi, mi, mi
so, fa, do, so, ti, la, la, so, mi
so, fa, do, so, ti, re, ti, mi, mi
so, fa, do, ti, fa, do, so, la, ti
so, fa, do, ti, fa, ti, mi, la, do
so, fa, do, ti, la, so, mi, re, la
so, fa, do, ti, mi, re, la, do, re
so, fa, do, ti, re, la, ti, re, ti
so, fa, fa, fa, do, so, do, mi, so
so, fa, fa, fa, la, ti, ti, mi, fa
so, fa, fa, fa, mi, mi, do, ti, re
so, fa, fa, fa, re, la, re, mi, re
so, fa, fa, mi, re, fa, fa, la, so
so, fa, fa, mi, so, la, do, do, ti
so, fa, fa, mi, ti, ti, mi, ti, re
so, fa, fa, re, fa, re, fa, so, mi
so, fa, fa, re, la, re, la, mi, re
so, fa, fa, re, mi, la, do, so, do
so, fa, fa, re, re, do, do, re, re
so, fa, fa, re, re, mi, do, la, mi
so, fa, fa, re, so, so, fa, la, fa
so, fa, fa, so, do, fa, ti, re, la
so, fa, fa, so, do, mi, ti, so, fa
so, fa, fa, so, fa, do, so, fa, la
so, fa, fa, so, re, la, so, fa, la
so, fa, fa, so, ti, re, fa, do, la
so, fa, fa, ti, ti, so, la, ti, mi
so, fa, la, do, la, ti, fa, ti, mi
so, fa, la, do, la, ti, mi, la, re
so, fa, la, do, mi, do, do, re, fa
so, fa, la, do, re, la, la, re, la
so, fa, la, do, so, re, la, la, re
so, fa, la, fa, do, re, fa, re, so
so, fa, la, fa, do, so, mi, mi, do
so, fa, la, fa, mi, so, do, fa, re
so, fa, la, la, re, mi, re, re, re
so, fa, la, la, so, do, ti, fa, mi
so, fa, la, la, ti, re, la, ti, so
so, fa, la, la, ti, so, re, re, do
so, fa, la, re, ti, fa, do, so, so
so, fa, la, so, fa, la, la, fa, do
so, fa, la, ti, so, la, ti, re, ti
so, fa, la, ti, ti, la, mi, la, do
so, fa, mi, fa, re, do, fa, la, so
so, fa, mi, fa, ti, mi, fa, so, fa
so, fa, mi, la, do, so, la, ti, fa
so, fa, mi, la, mi, re, so, re, do
so, fa, mi, la, so, mi, fa, re, mi
so, fa, mi, mi, mi, la, ti, ti, la
so, fa, mi, mi, so, ti, fa, do, re
so, fa, mi, mi, ti, mi, fa, do, re
so, fa, mi, re, do, ti, la, so, do
so, fa, mi, re, so, re, ti, re, ti
so, fa, mi, re, ti, la, ti, fa, mi
so, fa, mi, so, so, so, fa, ti, fa
so, fa, mi, ti, fa, fa, so, do, ti
so, fa, mi, ti, so, ti, mi, so, mi
so, fa, re, do, la, do, fa, do, ti
so, fa, re, do, so, mi, ti, la, mi
so, fa, re, fa, la, la, ti, so, so
so, fa, re, fa, la, so, mi, do, do
so, fa, re, la, la, fa, la, ti, do
so, fa, re, la, mi, mi, ti, mi, so
so, fa, re, la, re, do, mi, ti, la
so, fa, re, la, ti, re, mi, ti, fa
so, fa, re, mi, do, fa, so, fa, fa
so, fa, re, mi, do, mi, mi, mi, fa
so, fa, re, mi, re, so, ti, re, mi
so, fa, re, re, la, re, fa, so, mi
so, fa, re, re, la, so, re, do, do
so, fa, re, re, mi, re, la, la, fa
so, fa, re, re, re, mi, la, la, la
so, fa, re, re, ti, mi, mi, re, so
so, fa, re, so, fa, mi, ti, la, re
so, fa, re, so, fa, so, mi, so, fa
so, fa, re, so, ti, so, la, fa, fa
so, fa, so, do, so, do, la, ti, fa
so, fa, so, fa, do, re, la, re, do
so, fa, so, fa, so, so, ti, do, so
so, fa, so, mi, do, so, mi, ti, fa
so, fa, so, mi, do, ti, la, ti, la
so, fa, so, mi, re, mi, fa, la, re
so, fa, so, mi, so, do, mi, do, ti
so, fa, so, mi, so, ti, la, la, do
so, fa, so, re, do, fa, fa, mi, re
so, fa, so, re, fa, re, so, fa, so
so, fa, so, re, re, la, mi, so, so
so, fa, so, so, do, fa, fa, re, mi
so, fa, so, so, la, la, ti, re, la
so, fa, so, so, re, re, do, mi, re
so, fa, so, ti, mi, ti, mi, re, do
so, fa, ti, do, la, re, so, do, ti
so, fa, ti, do, re, do, fa, so, fa
so, fa, ti, do, re, mi, ti, do, do
so, fa, ti, fa, do, do, mi, mi, fa
so, fa, ti, fa, do, la, ti, la, fa
so, fa, ti, fa, do, so, do, so, re
so, fa, ti, fa, fa, la, fa, so, do
so, fa, ti, fa, fa, so, mi, ti, la
so, fa, ti, fa, ti, mi, fa, fa, mi
so, fa, ti, la, la, do, ti, fa, re
so, fa, ti, la, ti, do, fa, la, ti
so, fa, ti, mi, mi, ti, do, la, do
so, fa, ti, mi, so, re, re, la, mi
so, fa, ti, mi, ti, re, la, fa, mi
so, fa, ti, re, do, fa, fa, so, ti
so, fa, ti, re, fa, mi, re, fa, ti
so, fa, ti, re, la, mi, fa, la, ti
so, fa, ti, re, mi, fa, do, re, fa
so, fa, ti, re, re, do, so, re, re
so, fa, ti, so, do, ti, la, ti, fa
so, fa, ti, so, do, ti, ti, ti, fa
so, fa, ti, ti, do, re, do, la, ti
so, la, do, do, fa, mi, re, fa, so
so, la, do, do, re, ti, re, ti, so
so, la, do, fa, fa, re, do, so, ti
so, la, do, fa, fa, so, mi, la, mi
so, la, do, mi, mi, ti, ti, so, so
so, la, do, re, fa, so, do, mi, re
so, la, do, re, ti, la, re, so, fa
so, la, do, so, do, re, mi, re, ti
so, la, do, so, so, fa, so, re, re
so, la, do, ti, do, ti, mi, do, mi
so, la, fa, do, ti, ti, do, mi, so
so, la, fa, fa, fa, do, la, so, do
so, la, fa, fa, la, so, re, so, fa
so, la, fa, fa, mi, re, re, re, ti
so, la, fa, la, do, so, re, mi, fa
so, la, fa, la, re, so, ti, re, so
so, la, fa, la, so, fa, re, fa, mi
so, la, fa, mi, do, la, re, do, mi
so, la, fa, mi, mi, fa, ti, fa, re
so, la, fa, re, do, re, re, fa, do
so, la, fa, re, la, la, mi, ti, ti
so, la, fa, so, mi, do, fa, so, do
so, la, fa, so, ti, mi, re, fa, mi
so, la, fa, ti, fa, re, la, so, do
so, la, fa, ti, mi, la, mi, la, so
so, la, fa, ti, so, do, re, mi, so
so, la, la, do, la, fa, re, ti, do
so, la, la, do, ti, fa, ti, mi, mi
so, la, la, fa, mi, so, mi, la, do
so, la, la, fa, ti, mi, do, ti, ti
so, la, la, la, so, so, re, re, la
so, la, la, mi, mi, fa, la, do, mi
so, la, la, re, fa, fa, so, mi, do
so, la, la, re, la, ti, ti, re, re
so, la, la, so, fa, ti, fa, la, fa
so, la, la, so, la, fa, fa, fa, do
so, la, la, so, mi, fa, la, fa, re
so, la, la, so, re, so, mi, ti, fa
so, la, la, ti, do, so, mi, la, mi
so, la, la, ti, re, do, mi, mi, ti
so, la, la, ti, ti, ti, la, so, ti
so, la, mi, do, do, re, re, mi, la
so, la, mi, do, so, fa, mi, so, la
so, la, mi, fa, do, ti, re, do, so
so, la, mi, fa, fa, mi, so, so, re
so, la, mi, fa, re, so, do, so, la
so, la, mi, la, fa, la, fa, la, mi
so, la, mi, la, fa, la, ti, re, mi
so, la, mi, la, fa, ti, la, mi, la
so, la, mi, la, la, fa, so, re, mi
so, la, mi, mi, fa, fa, do, do, re
so, la, mi, mi, mi, do, do, mi, do
so, la, mi, mi, re, so, so, la, ti
so, la, mi, mi, so, do, ti, fa, mi
so, la, mi, mi, so, re, fa, mi, re
so, la, mi, mi, ti, la, re, mi, fa
so, la, mi, mi, ti, re, re, do, so
so, la, mi, so, la, ti, so, so, la
so, la, mi, so, ti, fa, so, mi, re
so, la, mi, ti, do, ti, fa, la, mi
so, la, mi, ti, mi, so, ti, mi, so
so, la, mi, ti, mi, ti, re, so, re
so, la, mi, ti, ti, ti, re, so, re
so, la, re, do, do, ti, ti, la, la
so, la, re, do, fa, la, mi, la, mi
so, la, re, do, la, la, la, la, mi
so, la, re, do, so, so, so, fa, fa
so, la, re, fa, do, do, fa, do, so
so, la, re, fa, ti, la, fa, so, fa
so, la, re, fa, ti, mi, ti, ti, la
so, la, re, la, do, ti, fa, la, ti
so, la, re, la, fa, do, re, fa, la
so, la, re, la, mi, re, so, ti, fa
so, la, re, la, mi, ti, mi, ti, do
